,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year,occ_title,a_pct10,a_pct25,a_pct75,a_pct90
1950,MI,870,"Benton Harbor, MI ",15-1051,Computer Systems Analysts,          80,    50180,26520,38780,44750,61560,79600,2000,,,,,
1951,MI,870,"Benton Harbor, MI ",15-1071,Network and Computer Systems Administrators,          40,    50540,32940,38630,48030,56850,80440,2000,,,,,
1952,MI,870,"Benton Harbor, MI ",15-1081,Network Systems and Data Communications Analysts,          30,    53750,42260,48460,54780,62790,68400,2000,,,,,
1953,MI,870,"Benton Harbor, MI ",19-3021,Market Research Analysts,0,    43770,29610,31770,35350,51100,71500,2000,,,,,
1954,MI,870,"Benton Harbor, MI ",43-9011,Computer Operators,          30,    28350,18520,23160,27560,33600,40600,2000,,,,,
1955,MI,2160,"Detroit, MI",11-3021,Computer and Information Systems Managers,        4580,    80840,45170,62980,80760,97330,118100,2000,,,,,
1956,MI,2160,"Detroit, MI",13-1111,Management Analysts,        5860,    63880,34870,45020,59170,73450,104160,2000,,,,,
1957,MI,2160,"Detroit, MI",15-1011,"Computer and Information Scientists, Research",         220,    70080,39250,46260,58610,82910,145601,2000,,,,,
1958,MI,2160,"Detroit, MI",15-1021,Computer Programmers,        6910,    58780,36730,46770,57930,71670,85810,2000,,,,,
1959,MI,2160,"Detroit, MI",15-1031,"Computer Software Engineers, Applications",        6460,    67510,44780,54750,66690,81050,92960,2000,,,,,
1960,MI,2160,"Detroit, MI",15-1032,"Computer Software Engineers, Systems Software",        5410,    71370,45390,56740,69750,87260,104250,2000,,,,,
1961,MI,2160,"Detroit, MI",15-1041,Computer Support Specialists,        7280,    42700,26890,33540,41210,48970,57470,2000,,,,,
1962,MI,2160,"Detroit, MI",15-1051,Computer Systems Analysts,        8830,    59650,39110,49040,60820,70600,82350,2000,,,,,
1963,MI,2160,"Detroit, MI",15-1061,Database Administrators,        1090,    49600,29810,35510,44370,60610,81570,2000,,,,,
1964,MI,2160,"Detroit, MI",15-1071,Network and Computer Systems Administrators,        3440,    53690,36680,43850,52740,63460,72860,2000,,,,,
1965,MI,2160,"Detroit, MI",15-1081,Network Systems and Data Communications Analysts,        1690,    55410,34110,41610,52260,66710,84990,2000,,,,,
1966,MI,2160,"Detroit, MI",15-2041,Statisticians,          80,    52930,33060,38210,46920,64190,77580,2000,,,,,
1967,MI,2160,"Detroit, MI",17-2061,Computer Hardware Engineers,         380,    74490,50680,61080,75310,87510,103920,2000,,,,,
1968,MI,2160,"Detroit, MI",19-3021,Market Research Analysts,        1370,    62260,30570,40900,55490,79350,109290,2000,,,,,
1969,MI,2160,"Detroit, MI",43-9011,Computer Operators,        2220,    30560,18060,21900,29390,37180,45410,2000,,,,,
1970,MI,2160,"Detroit, MI",43-9021,Data Entry Keyers,        6270,    22110,15920,18440,20910,24540,28710,2000,,,,,
1971,MI,2160,"Detroit, MI",43-9111,Statistical Assistants,         310,    32190,19700,26650,31930,37180,44270,2000,,,,,
1972,MI,2160,"Detroit, MI",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1200,    30850,21720,24590,27900,34930,43100,2000,,,,,
1973,MI,2640,"Flint, MI",11-3021,Computer and Information Systems Managers,         330,    75030,52010,62250,75080,88610,104610,2000,,,,,
1974,MI,2640,"Flint, MI",13-1111,Management Analysts,0,    52640,35700,40470,48900,60260,78020,2000,,,,,
1975,MI,2640,"Flint, MI",15-1021,Computer Programmers,         210,    55640,34790,42710,54040,67540,82300,2000,,,,,
1976,MI,2640,"Flint, MI",15-1031,"Computer Software Engineers, Applications",         150,    54170,38240,46340,53730,63530,71030,2000,,,,,
1977,MI,2640,"Flint, MI",15-1041,Computer Support Specialists,         250,    38800,27100,32550,38930,44410,52560,2000,,,,,
1978,MI,2640,"Flint, MI",15-1051,Computer Systems Analysts,        1560,    57740,43020,49090,57280,67170,75270,2000,,,,,
1979,MI,2640,"Flint, MI",15-1061,Database Administrators,          50,    35800,23530,25420,31040,46220,54610,2000,,,,,
1980,MI,2640,"Flint, MI",15-1071,Network and Computer Systems Administrators,         680,    47670,35870,40330,47570,54700,63290,2000,,,,,
1981,MI,2640,"Flint, MI",15-1081,Network Systems and Data Communications Analysts,          40,    45620,32140,37910,44120,52230,62850,2000,,,,,
1982,MI,2640,"Flint, MI",15-2031,Operations Research Analysts,         220,    58320,42410,49670,59360,67420,74110,2000,,,,,
1983,MI,2640,"Flint, MI",19-3021,Market Research Analysts,          40,    59000,38870,43920,53650,69750,96070,2000,,,,,
1984,MI,2640,"Flint, MI",43-9011,Computer Operators,         190,    30550,19520,22990,30650,38510,42410,2000,,,,,
1985,MI,2640,"Flint, MI",43-9021,Data Entry Keyers,         310,    20350,14580,15550,17150,21890,33980,2000,,,,,
1986,MI,2640,"Flint, MI",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          40,    48800,30190,34600,46870,59030,73710,2000,,,,,
1987,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",11-3021,Computer and Information Systems Managers,         910,    77790,50730,61590,74980,90120,114600,2000,,,,,
1988,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",13-1111,Management Analysts,         430,    88470,48030,56900,70910,145601,145601,2000,,,,,
1989,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-1011,"Computer and Information Scientists, Research",          30,    53050,34100,38860,48370,63280,86690,2000,,,,,
1990,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-1021,Computer Programmers,        1540,    53830,35640,41680,50930,62130,72750,2000,,,,,
1991,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-1031,"Computer Software Engineers, Applications",         620,    55710,34540,40690,49720,65560,88000,2000,,,,,
1992,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-1032,"Computer Software Engineers, Systems Software",         170,    62010,43240,49310,60990,76640,86410,2000,,,,,
1993,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-1041,Computer Support Specialists,        1440,    39080,24850,30230,37110,46040,56000,2000,,,,,
1994,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-1051,Computer Systems Analysts,        1010,    53950,35460,44300,53120,63510,72640,2000,,,,,
1995,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-1061,Database Administrators,         270,    45870,28450,32380,40240,55360,69480,2000,,,,,
1996,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-1071,Network and Computer Systems Administrators,         630,    50220,36950,41320,48580,57430,68700,2000,,,,,
1997,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-1081,Network Systems and Data Communications Analysts,0,    52480,38430,47140,52680,58770,68770,2000,,,,,
1998,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",15-2031,Operations Research Analysts,          70,    54670,45320,48750,53680,61100,69600,2000,,,,,
1999,MI,3000,"Grand Rapids-Muskegon-Holland, MI ",19-3021,Market Research Analysts,         240,    58330,28900,36650,46290,71390,112020,2000,,,,,
